	AveExpr	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	P.value.BasalvsLP	P.value.BasalvsML	P.value.LPvsML	Results.BasalvsLP	Results.BasalvsML	Results.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
72265	7.21714901167733	-1.04866469925729	-0.596809012681611	0.451855686575681	-0.395207237037776	0	0	0.351293609510079	0.994704942882179	0.999384431740993	0	0	0	72265	Tram1	chr1
212442	3.68285452555973	-1.13889416226089	-1.93518466294447	-0.796290500683577	-0.699003934295278	-4.90356653538935	0	0.251770201019651	0.000523592796049577	0.861296198114209	0	-1	0	212442	Lactb2	chr1
14048	-0.317109014981425	6.58012079329439	7.59327383356582	1.01315304027143	9.31391072709358	10.466791236284	0.0185824111947676	5.85338500268271e-06	2.43610841511169e-06	0.503174720864457	1	1	0	14048	Eya1	chr1
17681	-0.409004343132423	-3.10081232098016	-5.20769431047652	-2.10688198949636	-4.32288857708641	-9.08191203143995	-3.29237497601797	0.00115624689770073	6.82208563932753e-06	0.00517518452504385	-1	-1	0	17681	Msc	chr1
21749	3.37773413770037	0.484410115627449	0.258443774755238	-0.225966340872211	0	0	0	0.994257860133808	0.9994200069436	0.99953985969688	0	0	0	21749	Terf1	chr1
226866	1.46826632907038	6.98950280955416	7.14569517689841	0.156192367344254	16.0742781710822	17.5049761478897	0	7.71532226607141e-08	3.86982327320747e-08	0.973958365762146	1	1	0	226866	Sbspon	chr1
19989	8.83109929126367	-0.000286124356616568	0.305177216070092	0.305463340426709	0	0	0	0.99999992977052	0.999779867978655	0.999878688499743	0	0	0	19989	Rpl7	chr1
98711	5.54484376670715	0.360486511581982	0.649018645117797	0.288532133535815	0	0	0	0.993908059899216	0.941364877499701	0.997371267758885	0	0	0	98711	Rdh10	chr1
29819	4.52272768981464	0.00271672357985508	0.25619741510913	0.253480691529275	0	0	0	0.999999154040967	0.999831650031431	0.999868751158519	0	0	0	29819	Stau2	chr1
66799	4.47204386973968	0.573313849762416	0.594046582251575	0.0207327324891589	0	0	0	0.992499016097793	0.99116042015952	0.999990042621168	0	0	0	66799	Ube2w	chr1
67923	5.6531794686532	0.940326189093721	0.67267826875551	-0.267647920338211	0	0	0	0.659078806982221	0.977763012565166	0.999756729593602	0	0	0	67923	Eloc	chr1
70397	4.08855801576597	0.84388428111691	0.339947905789056	-0.503936375327855	0	0	0	0.847479660997472	0.999427174030248	0.996664221819842	0	0	0	70397	Tmem70	chr1
17087	1.39630226298357	-2.00070662874234	-1.36543473697831	0.635271891764026	-4.196424235811	-1.51600928151513	0	0.00136699640042704	0.0831987500378248	0.938270816394371	-1	0	0	17087	Ly96	chr1
57339	1.87944628908817	0.127575068182274	1.68944107089627	1.56186600271399	0	3.57156482772578	2.95338399290761	0.999617840429784	0.00338821001844596	0.00873705750878732	0	1	0	57339	Jph1	chr1
94227	2.01597969627162	4.03814930996909	5.07291224744884	1.03476293747975	4.22256654810342	5.31759529409518	0.0417724904740078	0.00136262388381363	0.000326920616631628	0.503337316661669	1	1	0	94227	Pi15	chr1
83691	2.29382042363054	4.58054184211362	6.28223818960335	1.70169634748973	10.6034796573831	13.554589381597	1.71093004756912	2.01745692424408e-06	2.9992146496775e-07	0.0619937916063124	1	1	0	83691	Crispld1	chr1
21419	6.3015822943192	0.364452336572281	-0.193121720734363	-0.557574057306644	0	0	0	0.997390019074705	0.999420341875832	0.988750124124138	0	0	0	21419	Tfap2b	chr1
241035	-3.32466143340713	-3.05212369785045	-4.22593538231814	-1.17381168446769	-2.52272491128269	-4.10719531784088	-0.258039654306563	0.0177147306144754	0.00161611311486529	0.407021684462692	0	-1	0	241035	Pkhd1	chr1
17215	4.93782385630242	2.1283631393977	1.53037246958281	-0.597990669814889	4.25762055271069	2.08082556256326	0	0.00125481184663512	0.0347749434684951	0.923751073260496	1	0	0	17215	Mcm3	chr1
74229	1.60111149432952	2.32915797819609	1.13800141855778	-1.19115655963831	5.20619663754956	0.616031740444524	-0.748522254686011	0.000355378625997549	0.277143921771208	0.237351688682572	1	0	0	74229	Paqr8	chr1
71877	1.31233745973557	1.28172203793874	0.955547004991867	-0.326175032946873	1.30201218814414	0	0	0.113828266779716	0.582956351157706	0.993177663226909	0	0	0	71877	Efhc1	chr1
170829	2.43544305828866	-0.0837476319926229	0.699310559316571	0.783058191309194	0	0	0	0.998913087224368	0.882622573924525	0.814295558343328	0	0	0	170829	Tram2	chr1
75712	1.07600313323148	1.16271564322033	0.28183097801736	-0.880884665202971	0.670506601110548	0	0	0.26032326237758	0.994508566909421	0.685405432653158	0	0	0	75712	Tmem14a	chr1
14859	-2.15057870868519	-0.750637129851156	-0.504697806938384	0.245939322912772	0	0	0	0.718332023221526	0.870162523556365	0.96153940904471	0	0	0	14859	Gsta3	chr1
226922	0.380702688245004	7.25043071894087	8.02657570384314	0.776144984902267	13.8162014119217	15.2101053742997	0	2.64710678677484e-07	1.24626274803884e-07	0.663692177849045	1	1	0	226922	Kcnq5	chr1
116837	-3.97718338799646	3.31481092666159	5.48703843521353	2.17222750855195	4.94235227792797	9.47760596348896	2.25616217835906	0.000503545441077035	4.95037482455479e-06	0.0264584379326581	1	1	0	116837	Rims1	chr1
70155	5.58525843555911	-3.60153401609064	-1.37764376573084	2.2238902503598	-9.2976822483986	-1.3403844504183	4.79911497946349	5.4996106840822e-06	0.107720190008589	0.000600915333558576	-1	0	1	70155	Ogfrl1	chr1
280645	1.76834718394527	-0.451558367628456	0.151139532900312	0.602697900528767	0	0	0	0.889821289497616	0.972761786678542	0.821195334839761	0	0	0	280645	B3gat2	chr1
98366	4.86861665591796	0.685763392070188	0.559558347383539	-0.12620504468665	0	0	0	0.98468195606589	0.9972275083267	0.999975841068298	0	0	0	98366	Smap1	chr1
68002	2.19958509394394	0.867021188440349	-0.51917480408859	-1.38619599252894	0	0	-1.44850752456151	0.675973831220166	0.954490215193149	0.0919745123682452	0	0	0	68002	Sdhaf4	chr1
68187	5.18837126735896	0.478881905926565	0.552590627947301	0.0737087220207355	0	0	0	0.980707745365744	0.96739163631532	0.999488720697058	0	0	0	68187	Fam135a	chr1
12839	5.97696463987935	-1.54307841684331	0.526270115631261	2.06934853247457	-1.74603598875107	0	3.61042979762082	0.0586842885776946	0.916042329416504	0.00319928662229472	0	0	0	12839	Col9a1	chr1
12823	-2.70244594965291	-1.54715680004021	0.603447807105445	2.15060460714565	-1.17077531690142	0	2.46024098956704	0.137256995814295	0.778314361248623	0.019101523672162	0	0	0	12823	Col19a1	chr1
68421	6.22337271217538	-0.977812694780867	-0.681744336600275	0.296068358180592	0	0	0	0.573127907800603	0.987519446536534	0.99991959291559	0	0	0	68421	Lmbrd1	chr1
665903	1.98106824260581	1.42802518429727	1.17432187433288	-0.253703309964383	2.00729695089048	0.859113375675345	0	0.0390466171317802	0.207122371301824	0.996039584334209	0	0	0	665903	Gm7846	NA
213109	7.24825913919738	-0.552962425768182	-0.411732134380772	0.14123029138741	0	0	0	0.996467835496905	0.99927546166872	0.999970915157669	0	0	0	213109	Phf3	chr1
19243	6.19110012627585	-0.350779840239341	0.285492533774596	0.636272374013937	0	0	0	0.998578019482643	0.999201981897763	0.981774988773724	0	0	0	19243	Ptp4a1	chr1
624262	-1.88210224033404	0.271782881264501	0.694896925153512	0.42311404388901	0	0	0	0.937811914377282	0.740141589538874	0.886448143316294	0	0	0	624262	Gm6489	NA
170771	-4.16844701185314	5.71770806873814	5.52403402430991	-0.193674044428223	8.88976454249985	8.52481685436935	0	8.15614849769384e-06	1.11642628202509e-05	0.932641557138493	1	1	0	170771	Khdrbs2	chr1
19076	4.06371199837114	1.08877688626174	0.964635710788408	-0.124141175473333	0.477784369871509	0	0	0.32252718435816	0.575065520162599	0.999493964732377	0	0	0	19076	Prim2	chr1
67503	-2.13101099537965	0.253696849910493	0.317949333665518	0.0642524837550249	0	0	0	0.960050047642719	0.948807106077808	0.991676159381041	0	0	0	67503	1700001G17Rik	chr1
19335	3.4274272671915	0.829292089177839	0.340127789001648	-0.489164300176191	0	0	0	0.821656199016487	0.99812871239717	0.991652436521508	0	0	0	19335	Rab23	chr1
213539	4.68834484852067	0.991702310922562	0.9030922917643	-0.0886100191582617	0	0	0	0.521659856139717	0.738299250617064	0.999928586208577	0	0	0	213539	Bag2	chr1
98403	4.77463906987043	-0.48411500498131	0.192647702260352	0.676762707241662	0	0	0	0.975293315103388	0.99683088047315	0.913583055394035	0	0	0	98403	Zfp451	chr1
433287	3.13745534753996	0.501768098742656	0.206772933873678	-0.294995164868979	0	0	0	0.994911004623201	0.999760151665259	0.999400036587492	0	0	0	433287	Gm15455	chr1
320705	-2.12339391205935	-0.671706820523057	-0.235187259848182	0.436519560674875	0	0	0	0.772919852014199	0.955780445778846	0.904477363080712	0	0	0	320705	Bend6	chr1
13518	9.93455633885051	1.61787192653251	0.70309012547289	-0.91478180105962	3.06491477509174	0	0	0.00734255989481896	0.908519638440636	0.673700541298898	1	0	0	13518	Dst	chr1
69668	3.17739835587059	-0.409224002610943	-0.114309435235282	0.294914567375661	0	0	0	0.997033241352936	0.999802371464809	0.999138804407246	0	0	0	69668	Ccdc115	chr1
27993	5.26375482507861	-0.0372327796879484	0.0196350609793638	0.0568678406673122	0	0	0	0.999990900782066	0.999995446971559	0.99999033332159	0	0	0	27993	Imp4	chr1
52318	4.07486924248046	-0.413747962385824	-0.311502164964267	0.102245797421557	0	0	0	0.997936999579035	0.999258274356896	0.999922639298539	0	0	0	52318	D1Ertd448e	NA
19253	4.1284341981843	-5.64583868238082	-4.59093398268493	1.05490469969589	-27.788638300751	-21.4042009753388	0.473282912442432	8.2709391394303e-10	6.95484171634985e-09	0.324064315865862	-1	-1	0	19253	Ptpn18	chr1
21755	-3.87527444669636	-6.58860041136304	-3.75684824886689	2.83175216249615	-11.9331115512591	-5.47637418603618	4.61850699299305	8.38433163186999e-07	0.0002585345537301	0.000767985437172829	-1	-1	1	21755	Prss39	chr1
226970	2.64570515494597	1.92194197610722	2.47966607375994	0.55772409765272	4.79925029843475	7.55397769153671	0	0.000600430271813759	2.61255552954376e-05	0.968660751247584	1	1	0	226970	Arhgef4	chr1
214469	7.91713663638526	0.293243105885248	0.384440953316789	0.0911978474315402	0	0	0	0.99971703951934	0.999293041395267	0.999979986623052	0	0	0	214469	Fam168b	chr1
226971	5.96366166491646	-0.650955835979476	-1.95329431083097	-1.3023384748515	0	-5.69318053956128	-1.92479812268474	0.964712598907521	0.000195232770153182	0.0444432661927433	0	-1	0	226971	Plekhb2	chr1
50785	7.29926123913498	-0.285285924079364	0.713453274435169	0.998739198514533	0	0	0	0.997429017923383	0.915487670545123	0.502772013467363	0	0	0	50785	Hs6st1	chr1
320011	7.38626481808835	0.353733201249951	-0.18400227384585	-0.537735475095801	0	0	0	0.999676230271951	0.999936369788302	0.998367302325047	0	0	0	320011	Uggt1	chr1
214854	0.24603727932485	1.29619819809015	1.03316389432556	-0.263034303764585	0.735146671533401	0.0859089921575692	0	0.241378574977854	0.467109747849478	0.954201188901705	0	0	0	214854	Neurl3	chr1
214855	7.90520254550224	1.44473243088024	0.852562405719968	-0.592170025160269	2.42204112799161	0	0	0.0202339491882736	0.776595461388536	0.980223015381874	0	0	0	214855	Arid5a	chr1
226976	6.73011808473856	-0.449145913357349	-0.225306956714784	0.223838956642565	0	0	0	0.998120339474028	0.999785328007506	0.9998699634046	0	0	0	226976	Kansl3	chr1
214895	4.85969280952185	-0.691043721230618	-1.40063834039967	-0.709594619169049	0	-3.34543952736848	0	0.982691892217784	0.00476710254307189	0.984020570916859	0	-1	0	214895	Lman2l	chr1
94220	5.49127756785675	0.253797077241394	0.718069535751423	0.464272458510028	0	0	0	0.998973035140535	0.931936518459455	0.994881742387085	0	0	0	94220	Cnnm4	chr1
94218	4.11209804178475	-0.771379828854618	-0.996047098275501	-0.224667269420883	0	0	0	0.855648334924034	0.507736353114088	0.998620830922298	0	0	0	94218	Cnnm3	chr1
78321	2.68117721747151	-0.17758883036334	-0.844810803973135	-0.667221973609795	0	0	0	0.997154649265832	0.75394841452506	0.923254409758733	0	0	0	78321	Ankrd23	chr1
109346	2.66848784777511	0.06189768849383	-0.717541102951257	-0.779438791445087	0	0	0	0.999883286836973	0.947363797158465	0.904529240617807	0	0	0	109346	Ankrd39	chr1
20353	7.87216184838518	-0.200316013670777	-1.34585624074198	-1.1455402270712	0	-1.79183569051272	-0.815147108786428	0.998749739319225	0.0546649100334409	0.21880143579876	0	0	0	20353	Sema4c	chr1
381337	0.777171506679828	0.207235794529408	-0.813942665883109	-1.02117846041252	0	0	-0.0783800925772607	0.989149189465311	0.748228957073817	0.469713130146394	0	0	0	381337	Fam178b	chr1
12859	3.58025294881036	0.280144317803337	-0.24931442495393	-0.529458742757268	0	0	0	0.998311211489466	0.999022831098153	0.988093437769461	0	0	0	12859	Cox5b	chr1
226977	6.66619942818305	0.440404960742371	0.268610019227752	-0.171794941514619	0	0	0	0.999498173136195	0.999919163248147	0.999981996311249	0	0	0	226977	Actr1b	chr1
71166	-2.72354008623971	1.38984187746691	1.52104706689648	0.131205189429575	0.656701683804941	0.893210900874494	0	0.266261006258629	0.199515219780441	0.954511845644121	0	0	0	71166	4933424G06Rik	chr1
22637	-2.8355281544531	1.78602050622907	2.69397561113705	0.907955104907979	1.15718685614918	2.3682488984328	0	0.141162983643122	0.022414660402494	0.563768201226739	0	0	0	22637	Zap70	chr1
56030	6.98955494782712	0.43943330656619	0.373301096331701	-0.0661322102344881	0	0	0	0.999347041947532	0.999680636806106	0.999993274352353	0	0	0	56030	Tmem131	chr1
70853	-2.85594547879024	1.76279626348787	0.274096516398029	-1.48869974708984	1.13428007124258	0	-0.753545295259744	0.145630233547471	0.904563239976453	0.238195774995381	0	0	0	70853	Vwa3b	chr1
12790	-2.88808959515316	3.92757629064978	3.33296874048758	-0.594607550162201	4.94710421133122	4.32553137742489	0	0.000507249776088463	0.00115715130401745	0.749100604158413	1	1	0	12790	Cnga3	chr1
269180	4.79583200949589	0.571745760153451	1.06896782171568	0.497222061562232	0	0.421424488464984	0	0.985550050843073	0.34203878762212	0.993620288661837	0	0	0	269180	Inpp4a	chr1
76178	6.24673057369396	-0.830709393262847	-1.10798825204468	-0.277278858781832	0	-0.713568236508336	0	0.852894893711221	0.247469017893035	0.999609093833145	0	0	0	76178	Coa5	chr1
67387	4.54083718108096	-0.308557277147571	-0.677431058183996	-0.368873781036425	0	0	0	0.999490215330213	0.977321918910783	0.999382806686429	0	0	0	67387	Unc50	chr1
269181	6.13485254472951	-2.40344626810468	-0.419058311613583	1.9843879564911	-8.13650861030365	0	6.07221017394838	1.5015887511611e-05	0.995360421519287	0.000125296499107934	-1	0	1	269181	Mgat4a	chr1
77633	2.65878744775256	0.0678361902612687	0.353998871812218	0.286162681550949	0	0	0	0.999533344726901	0.993919608362206	0.996532744974579	0	0	0	77633	4930594C11Rik	chr1
72097	3.62694932579288	-5.68364387258799	-4.98065988801143	0.702983984576559	-17.8436220718884	-15.1293347459672	0	3.17316625529371e-08	1.19287369675637e-07	0.941010855621761	-1	-1	0	72097	Cracdl	chr1
211484	1.12712336930707	-1.19434721799259	-1.11174442703336	0.0826027909592331	-0.794731420827836	-0.462810170122859	0	0.224382115918729	0.327665754271169	0.999034325497827	0	0	0	211484	Tsga10	chr1
623661	0.937430546199714	-0.497828525709287	-0.494618098551384	0.00321042715790365	0	0	0	0.954006553586115	0.957139195076986	0.999934135378663	0	0	0	623661	Lipt1	chr1
69028	2.77725918789426	0.974002508583836	0.527384062651933	-0.446618445931903	0	0	0	0.556882751982627	0.989415999750541	0.993939592185749	0	0	0	69028	Mitd1	chr1
107734	4.4243814708161	0.624857541476022	0.118219423546472	-0.506638117929549	0	0	0	0.987729674073235	0.999947223929616	0.997406691779518	0	0	0	107734	Mrpl30	chr1
98258	5.72946798593037	-0.767326518441952	-0.455024067373858	0.312302451068094	0	0	0	0.941731861451047	0.998432965785052	0.999759942410583	0	0	0	98258	Txndc9	chr1
226982	7.52425073750667	-0.489775640904341	0.136004656572699	0.62578029747704	0	0	0	0.975152577294418	0.998273950490555	0.947423798844505	0	0	0	226982	Eif5b	chr1
56210	4.47100957572727	-0.096773488919041	0.302169341241425	0.398942830160466	0	0	0	0.998304416246874	0.990994852767228	0.984693044819149	0	0	0	56210	Rev1	chr1
16764	1.01323572271911	3.45878660860666	4.77181662791587	1.31303001930922	5.94044943375009	8.41418688075993	0.645746104644476	0.000147580656864611	1.20726621474793e-05	0.268507374781146	1	1	0	16764	Aff3	chr1
98388	-0.248997981379606	0.245119060611079	0.968699904743786	0.723580844132707	0	0	0	0.964945842224271	0.531219975764185	0.750217820341855	0	0	0	98388	Chst10	chr1
68833	5.92499119234781	0.461510580977458	0.182916707772915	-0.278593873204543	0	0	0	0.998684223337626	0.999923729613494	0.999871125290559	0	0	0	68833	Pdcl3	chr1
18143	2.42196032859695	-5.07130616855446	-3.89990361037865	1.17140255817581	-17.7201851118357	-12.4453642536364	1.07414524254805	3.30592831883323e-08	5.60747856324613e-07	0.156396090018216	-1	-1	0	18143	Npas2	chr1
114641	3.36464267081945	-0.0563823563718646	-0.0755462938963238	-0.0191639375244592	0	0	0	0.999945685309377	0.999934667886213	0.999985824585841	0	0	0	114641	Rpl31	chr1
54610	5.50508250834757	-2.16520610798217	-1.97706832100087	0.188137786981295	-9.54534004805067	-8.00727673641358	0	4.44470783490026e-06	1.69182147937826e-05	0.999969269186634	-1	-1	0	54610	Tbc1d8	chr1
52846	4.61052091732572	1.05158477522025	1.00459247035201	-0.0469923048682386	0.363929930189439	0.033017927545797	0	0.362473464161086	0.487217849333066	0.999973553094246	0	0	0	52846	Cnot11	chr1
100217461	-0.500863305989073	0.499679565819995	1.91824024110885	1.41856067528885	0	2.10268761724231	0.94570337520948	0.876456335946234	0.0336546532591554	0.185676611019475	0	0	0	100217461	Snord89	chr1
67702	6.79702227426977	0.45972564327869	1.24666493528728	0.786939292008588	0	1.19660669676649	0	0.985325737733262	0.132153025323578	0.85245666173432	0	0	0	67702	Rnf149	chr1
263764	-2.91594507267996	4.60188896142402	6.5211011372355	1.91921217581148	6.50564749457299	9.15503008462363	1.3954593643125	7.99607736419436e-05	6.67094744271604e-06	0.100406373554499	1	1	0	263764	Creg2	chr1
26921	7.90831494733935	0.233826337745551	0.734746458123944	0.500920120378393	0	0	0	0.99937205397731	0.931189324707105	0.995419537593508	0	0	0	26921	Map4k4	chr1
16178	-0.326868410594557	-0.992308142448614	0.126374478345938	1.11868262079455	0	0	0.16938865583734	0.516633562338634	0.947210998563254	0.442586307764734	0	0	0	16178	Il1r2	chr1
16177	4.83679066192396	-1.73852626222747	-2.05945885106192	-0.320932588834448	-3.47959279468608	-5.04696278558116	0	0.00389024369468175	0.000434938985315115	0.996769785123068	-1	-1	0	16177	Il1r1	chr1
107527	3.17281093598391	0.869168104449136	0.951902455177541	0.0827343507284053	0	0	0	0.802499129345374	0.62739197328701	0.999928863250154	0	0	0	107527	Il1rl2	chr1
17082	0.109153070662385	1.29531353146849	2.23428196797561	0.938968436507118	0.569001711433593	2.31832961671936	0	0.293157517578828	0.0239856150157977	0.546418381085651	0	0	0	17082	Il1rl1	chr1
16182	3.7677549988477	-3.20664028803716	-4.01727516120129	-0.810634873164136	-9.13372143150228	-12.722725819815	0	6.27443811821883e-06	4.71210354744358e-07	0.833003581808683	-1	-1	0	16182	Il18r1	chr1
16174	-0.194468518658101	-3.1129254875038	-2.7322103102298	0.380715177274005	-4.34551055069101	-3.56802357057505	0	0.00112063881659349	0.00342890056149999	0.930834730417066	-1	-1	0	16174	Il18rap	chr1
110895	-1.06236789491975	-3.77546681073335	-1.39624133860128	2.37922547213207	-5.49083053339549	-0.714374659194409	3.03209892446501	0.000254093739772463	0.248381334024731	0.00775623967656	-1	0	0	110895	Slc9a4	chr1
226999	0.925328904982556	-2.78278706528023	-1.15215274387656	1.63063432140367	-6.37370213980428	-0.513472121392734	2.49443251898935	8.94711559684935e-05	0.310494134308754	0.0180365466230865	-1	0	0	226999	Slc9a2	chr1
211798	1.33803163105207	-0.92147983162614	-0.800839168330165	0.120640663295975	0	0	0	0.604975732868898	0.748924586394534	0.996237175331196	0	0	0	211798	Mfsd9	chr1
381339	-3.31175158298043	4.42266724234738	3.06209826084516	-1.36056898150223	5.18698477167961	3.35277238871441	-0.513067904019526	0.00037763947728306	0.00478339734542375	0.315264664600128	1	1	0	381339	Tmem182	chr1
69527	4.77524102595108	-0.0225436845271467	-0.227715213542871	-0.205171529015725	0	0	0	0.999992667843937	0.999880166329348	0.999925632089655	0	0	0	69527	Mrps9	chr1
73122	5.04638855242647	-0.475143178456284	-0.485582428433141	-0.0104392499768577	0	0	0	0.9948785069129	0.994572540819829	0.99999026068997	0	0	0	73122	Tgfbrap1	chr1
98404	3.88493097537297	0.59094038854513	-0.135846981164318	-0.726787369709448	0	0	0	0.950236313207596	0.998787321011095	0.884472213808211	0	0	0	98404	AI597479	chr1
14200	5.52609008503082	1.547928421122	1.87780127712882	0.329872856006819	1.62456277555876	2.60050844463827	0	0.070674247811765	0.0152494913884803	0.966545263099227	0	0	0	14200	Fhl2	chr1
666642	3.99978177011366	0.284643816847049	0.0150486128703715	-0.269595203976678	0	0	0	0.999318125054439	0.999987293890327	0.999527238467053	0	0	0	666642	Gm8210	NA
17974	7.2788136557456	-0.568933498473409	-2.06385680624141	-1.494923307768	0	-7.0249116224868	-3.51006599394044	0.990358312488489	4.44318564383329e-05	0.00371540527858683	0	-1	0	17974	Nck2	chr1
100861934	-1.56401868717667	-2.060330905316	-1.91622745093098	0.144103454385022	-2.28591546979048	-1.99495558644162	0	0.0251918173603107	0.039902471706307	0.978116526853757	0	0	0	100861934	NA	NA
